RefId,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
2082,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,GREY,AUTO,Covers,79428,AMERICAN,MEDIUM,GM,7536.0,8975.0,8639.0,10193.0,6111.0,7104.0,10181.0,11358.0,29532,7570.0,No,1272,No
2083,2004,5,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN S,BLACK,AUTO,Covers,67633,OTHER ASIAN,MEDIUM,OTHER,2633.0,3552.0,3344.0,4336.0,2758.0,3601.0,5719.0,6322.0,29532,4840.0,No,533,No
2084,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,GOLD,AUTO,Covers,82205,AMERICAN,LARGE,GM,7875.0,9094.0,9005.0,10322.0,7269.0,8460.0,10642.0,12306.0,29532,7810.0,No,2152,No
2085,2005,5,SATURN,VUE 2WD 4C,Other,4D CUV 2.2L,WHITE,MANUAL,Alloy,76447,AMERICAN,MEDIUM SUV,GM,5072.0,6184.0,8880.0,10038.0,5229.0,6219.0,8538.0,9944.0,29532,6155.0,No,1623,No
2086,2006,4,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,BLACK,AUTO,Alloy,81176,AMERICAN,MEDIUM SUV,GM,9033.0,10777.0,13733.0,16384.0,10522.0,12553.0,14274.0,16265.0,29532,8910.0,No,1503,No
2087,2002,8,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,Alloy,82690,AMERICAN,MEDIUM SUV,GM,5217.0,6554.0,9058.0,11551.0,4474.0,5738.0,8443.0,9410.0,29532,7970.0,No,2452,No
2088,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,50120,AMERICAN,MEDIUM,CHRYSLER,8261.0,9213.0,11909.0,12739.0,9084.0,9913.0,12348.0,13045.0,29532,8170.0,No,920,No
2089,2002,8,DODGE,CARAVAN GRAND AWD V6,Spo,MINIVAN 3.8L SPORT,SILVER,AUTO,Alloy,84164,AMERICAN,VAN,CHRYSLER,4067.0,5993.0,7405.0,9445.0,2949.0,3375.0,6189.0,6625.0,29532,5795.0,No,4332,No
2090,2006,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN LX,MAROON,AUTO,Alloy,84558,AMERICAN,MEDIUM,CHRYSLER,4490.0,5252.0,7951.0,8966.0,4245.0,5366.0,7840.0,8815.0,29532,5795.0,No,1373,No
2091,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,GREY,AUTO,Alloy,70914,AMERICAN,MEDIUM SUV,CHRYSLER,8232.0,9965.0,12404.0,14000.0,8420.0,10506.0,12741.0,14565.0,29532,10980.0,No,1623,Yes
2092,2004,6,GMC,ENVOY XL 2WD 6C,SLE,4D UTILITY 4.2L SLE,SILVER,AUTO,Alloy,89240,AMERICAN,MEDIUM SUV,GM,8658.0,9655.0,12640.0,13605.0,8516.0,10413.0,12175.0,13938.0,29532,8970.0,No,1243,No
2093,2004,6,FORD,FREESTAR FWD V6,SES,4D PASSENGER 3.9L SES,BLUE,AUTO,Alloy,76068,AMERICAN,VAN,FORD,4459.0,5600.0,8097.0,9543.0,3808.0,4969.0,7089.0,8177.0,29532,6155.0,No,1506,No
2094,2006,4,MAZDA,MAZDA3,i,4D SEDAN I,BLACK,MANUAL,Alloy,80717,OTHER ASIAN,MEDIUM,OTHER,7535.0,8561.0,11659.0,12415.0,7186.0,8717.0,11360.0,12879.0,29532,6755.0,No,1113,No
2095,2003,7,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,GREEN,AUTO,Covers,87157,AMERICAN,VAN,CHRYSLER,3966.0,5189.0,6883.0,8231.0,4372.0,5328.0,7247.0,8391.0,29532,5555.0,No,2063,No
2096,2005,5,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,SILVER,AUTO,Alloy,96347,AMERICAN,MEDIUM SUV,GM,9330.0,10846.0,13682.0,15693.0,9737.0,11261.0,14599.0,16077.0,29532,9480.0,No,2351,No
2097,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,AUTO,Covers,80914,AMERICAN,MEDIUM,GM,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,5517.0,6476.0,8996.0,9753.0,29532,5355.0,No,853,No
2098,2002,8,FORD,TAURUS,LX,4D SEDAN LX,BLUE,AUTO,Covers,56683,AMERICAN,MEDIUM,FORD,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,2658.0,3486.0,5242.0,6043.0,29532,4540.0,No,1054,Yes
2099,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,RED,AUTO,Covers,59271,AMERICAN,MEDIUM,CHRYSLER,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,7606.0,8817.0,10840.0,12208.0,29532,7610.0,No,920,No
2100,2005,5,FORD,F150 PICKUP 4WD V8,STX,EXT CAB 4.6L LARIAT,WHITE,AUTO,Covers,94816,AMERICAN,LARGE TRUCK,FORD,10439.0,11703.0,15078.0,16227.0,10229.0,12453.0,14380.0,16697.0,29532,10485.0,No,1774,No
2101,2005,5,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,Covers,76346,AMERICAN,MEDIUM SUV,CHRYSLER,8228.0,9753.0,11619.0,13940.0,7678.0,9117.0,11201.0,12744.0,29532,9885.0,No,1740,No
2102,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,SILVER,AUTO,Alloy,75312,AMERICAN,LARGE TRUCK,CHRYSLER,7281.0,9038.0,11251.0,13250.0,7906.0,10337.0,12146.0,14421.0,29532,10585.0,No,920,No
2103,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BLACK,AUTO,Alloy,89963,TOP LINE ASIAN,COMPACT,OTHER,5288.0,6394.0,8971.0,9880.0,5497.0,7133.0,8797.0,10202.0,29532,6560.0,No,594,No
2104,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,Alloy,72800,AMERICAN,MEDIUM,GM,4573.0,5746.0,7498.0,8685.0,4114.0,5118.0,6915.0,8228.0,29532,6460.0,No,1272,No
2105,2005,5,CHEVROLET,1500 SILVERADO PICKU,Bas,EXT CAB 4.3L,WHITE,AUTO,Covers,92743,AMERICAN,LARGE TRUCK,GM,7720.0,9941.0,11417.0,13602.0,6594.0,7881.0,10820.0,11931.0,29532,7575.0,No,1485,No
2106,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,Alloy,87577,AMERICAN,MEDIUM,GM,4573.0,5746.0,7498.0,8685.0,3701.0,4743.0,7031.0,8241.0,29532,6660.0,No,1373,No
2107,2006,4,SUZUKI,FORENZA,Other,4D SEDAN,SILVER,AUTO,Covers,60805,OTHER ASIAN,MEDIUM,OTHER,3732.0,4823.0,7156.0,8458.0,3565.0,4724.0,6857.0,7715.0,29532,5795.0,No,533,No
2108,2007,3,CHEVROLET,HHR,LS,4D SUV 2.2L LS,BLACK,MANUAL,Covers,77912,AMERICAN,MEDIUM,GM,6431.0,7745.0,10107.0,11399.0,6228.0,7711.0,9905.0,11514.0,29532,6860.0,No,803,No
2109,2006,4,SATURN,ION,2,2D QUAD COUPE LEVEL 2,SILVER,AUTO,Covers,82124,AMERICAN,MEDIUM,GM,6390.0,7221.0,9192.0,9919.0,5669.0,6902.0,8919.0,10128.0,29532,5960.0,No,853,No
2110,2004,6,CHRYSLER,PACIFICA FWD,Other,4D SPORT TOURER,GOLD,AUTO,Alloy,81087,AMERICAN,CROSSOVER,CHRYSLER,6011.0,7432.0,9846.0,11739.0,5649.0,6956.0,9328.0,10736.0,29532,7875.0,No,1503,No
2111,2006,4,KIA,SPECTRA,EX,4D SEDAN,SILVER,AUTO,Alloy,46563,OTHER ASIAN,MEDIUM,OTHER,4701.0,5521.0,7770.0,8638.0,4331.0,5462.0,8045.0,9246.0,29532,6545.0,No,482,No
2112,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,RED,MANUAL,Covers,93955,AMERICAN,COMPACT,GM,3696.0,4816.0,6971.0,7852.0,3965.0,4920.0,6866.0,7878.0,29532,4045.0,No,909,No
2113,2006,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,MAROON,AUTO,Covers,88113,TOP LINE ASIAN,MEDIUM,OTHER,7881.0,9136.0,11265.0,13214.0,7681.0,9133.0,11442.0,13130.0,29532,7875.0,No,594,No
2114,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,WHITE,AUTO,Covers,45669,OTHER ASIAN,MEDIUM,OTHER,5071.0,6391.0,8402.0,9698.0,4709.0,5948.0,7737.0,9381.0,29532,5995.0,No,482,No
2115,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,Alloy,83028,OTHER ASIAN,MEDIUM,OTHER,6173.0,7429.0,9638.0,11324.0,6085.0,7301.0,9579.0,10908.0,29532,6795.0,No,853,No
2116,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,Covers,73751,AMERICAN,MEDIUM,GM,9163.0,10392.0,13068.0,14453.0,9699.0,11167.0,13228.0,14850.0,29532,9215.0,No,1038,No
2117,2001,9,FORD,EXPLORER 2WD V6,Other,4D SUV 4.0L SPORT TRAC,MAROON,AUTO,Alloy,49664,AMERICAN,MEDIUM SUV,FORD,5123.0,6143.0,7513.0,8225.0,4684.0,5476.0,7292.0,8124.0,29532,7985.0,No,1134,No
2118,2004,6,SATURN,VUE 2WD 4C,Other,4D CUV 2.2L,SILVER,MANUAL,Alloy,91885,AMERICAN,MEDIUM SUV,GM,3580.0,4651.0,6786.0,8311.0,3335.0,4449.0,7016.0,7905.0,29532,5500.0,No,1918,No
2119,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Covers,70244,AMERICAN,LARGE,GM,7463.0,8723.0,10718.0,12207.0,6814.0,7885.0,10481.0,11725.0,29532,8010.0,No,1974,No
2120,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,Covers,77897,AMERICAN,LARGE,GM,7463.0,8723.0,10718.0,12207.0,7078.0,8282.0,10791.0,12229.0,29532,8510.0,No,1974,No
2121,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GOLD,AUTO,Covers,79060,AMERICAN,LARGE,GM,7463.0,8723.0,10718.0,12207.0,7136.0,8274.0,9984.0,11560.0,29532,8210.0,No,1974,No
2122,2005,5,FORD,FIVE HUNDRED,Lim,4D SEDAN LIMITED,BLUE,AUTO,Alloy,77923,AMERICAN,LARGE,FORD,6276.0,7762.0,10165.0,11856.0,6305.0,7490.0,10435.0,11722.0,29532,6970.0,No,1506,No
2123,2005,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GOLD,AUTO,Covers,93348,AMERICAN,MEDIUM,GM,3894.0,5600.0,6824.0,8411.0,3855.0,5096.0,6887.0,8414.0,29532,3650.0,No,1341,No
2124,2007,3,MAZDA,MAZDA3,i,4D SEDAN I,BLACK,AUTO,Covers,61403,OTHER ASIAN,MEDIUM,OTHER,8231.0,9763.0,12252.0,13623.0,9484.0,11432.0,13170.0,14919.0,29532,8485.0,No,923,No
2125,2005,5,KIA,RIO,Bas,4D SEDAN,WHITE,AUTO,Covers,65915,OTHER ASIAN,COMPACT,OTHER,2190.0,3145.0,5201.0,6261.0,2647.0,3413.0,5765.0,6417.0,29532,4950.0,No,533,No
2126,2004,6,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,GREEN,AUTO,Covers,86221,AMERICAN,VAN,FORD,3249.0,4234.0,6367.0,8298.0,2488.0,3794.0,5165.0,6830.0,29532,6070.0,No,1633,Yes
2127,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLUE,AUTO,Covers,83176,AMERICAN,LARGE,GM,7765.0,8678.0,11893.0,12655.0,7829.0,9012.0,11539.0,12821.0,29532,8210.0,No,2152,No
2128,2006,4,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,Covers,51140,OTHER ASIAN,MEDIUM,OTHER,5096.0,6262.0,8274.0,9118.0,4988.0,6086.0,8052.0,9282.0,92807,5770.0,No,505,No
2129,2003,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,Alloy,63708,AMERICAN,MEDIUM SUV,GM,6100.0,7423.0,9244.0,10636.0,5308.0,6518.0,8277.0,9980.0,92807,7485.0,No,1320,No
2130,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Covers,56234,AMERICAN,MEDIUM,CHRYSLER,6162.0,7030.0,9279.0,10289.0,6134.0,7228.0,9489.0,10435.0,92807,6520.0,No,1086,No
2131,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GREY,AUTO,Alloy,56053,AMERICAN,MEDIUM,GM,5489.0,6938.0,8732.0,9848.0,4725.0,6123.0,7727.0,9307.0,92807,7135.0,No,1003,No
2132,2007,3,CHEVROLET,COBALT,LT,4D SEDAN LS,WHITE,AUTO,Covers,70660,AMERICAN,COMPACT,GM,5839.0,6760.0,9248.0,10187.0,5588.0,6713.0,9045.0,10192.0,92807,6070.0,No,803,No
2133,2004,6,MERCURY,MONTEREY,Bas,4D WAGON,RED,AUTO,Alloy,64309,AMERICAN,VAN,FORD,5657.0,7372.0,9125.0,10696.0,5106.0,6423.0,8882.0,9889.0,92807,6870.0,No,1313,No
2134,2005,5,CHRYSLER,SEBRING 4C,Bas,2D CONVERTIBLE,SILVER,AUTO,Covers,79382,AMERICAN,MEDIUM,CHRYSLER,4978.0,6064.0,8127.0,9194.0,4081.0,5615.0,7422.0,9038.0,92807,5970.0,No,1155,No
2135,2006,4,SUZUKI,AERIO,Bas,4D SEDAN,BLACK,MANUAL,Covers,68345,OTHER ASIAN,COMPACT,OTHER,5045.0,6176.0,8112.0,9139.0,4408.0,5538.0,7490.0,8588.0,92807,5095.0,No,825,No
2136,2004,6,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L XLT,WHITE,AUTO,Alloy,60002,AMERICAN,MEDIUM SUV,FORD,7240.0,9270.0,11173.0,13621.0,5446.0,6613.0,9194.0,10280.0,92807,8985.0,No,1020,No
2137,2007,3,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,Covers,76099,AMERICAN,MEDIUM,GM,6438.0,7653.0,10000.0,11124.0,5699.0,7099.0,9243.0,10529.0,92807,6180.0,No,803,No
2138,2003,7,MITSUBISHI,GALANT V6,ES,4D SEDAN ES,MAROON,AUTO,Covers,64437,OTHER ASIAN,MEDIUM,OTHER,2274.0,3203.0,4389.0,6182.0,3151.0,5004.0,6138.0,7550.0,92807,4795.0,No,1028,No
2139,2005,5,PONTIAC,SUNFIRE,Other,2D COUPE,SILVER,AUTO,Alloy,40768,AMERICAN,COMPACT,GM,4417.0,5449.0,7328.0,8559.0,3800.0,5003.0,7401.0,8592.0,92807,5630.0,No,834,No
2140,2003,7,FORD,MUSTANG V6,Bas,2D CONVERTIBLE,MAROON,MANUAL,Alloy,73753,AMERICAN,SPORTS,FORD,5888.0,7442.0,9207.0,10936.0,5232.0,6812.0,8252.0,9689.0,92807,7245.0,No,1103,No
2141,2004,6,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,GREEN,AUTO,Alloy,76401,AMERICAN,SMALL SUV,FORD,6126.0,7786.0,9925.0,11817.0,5457.0,7020.0,9204.0,10448.0,92807,6880.0,No,1389,No
2142,2007,3,FORD,FUSION V6,SEL,4D SEDAN SEL,BLACK,AUTO,Alloy,91979,AMERICAN,MEDIUM,FORD,11940.0,13611.0,15389.0,16782.0,11702.0,13734.0,15378.0,17411.0,92807,7245.0,No,1485,No
2143,2006,4,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,SILVER,MANUAL,Covers,80022,OTHER ASIAN,COMPACT,OTHER,4818.0,5798.0,7929.0,8952.0,4117.0,4765.0,7461.0,8076.0,92807,3865.0,No,983,No
2144,2001,9,BUICK,REGAL,LS,4D SEDAN LS,GOLD,AUTO,Covers,39966,AMERICAN,MEDIUM,GM,3116.0,4399.0,5448.0,6264.0,3073.0,4200.0,5830.0,6896.0,92807,5530.0,No,1481,No
2145,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BLUE,AUTO,Covers,81763,TOP LINE ASIAN,COMPACT,OTHER,5367.0,6643.0,8695.0,10250.0,5296.0,6473.0,8929.0,10295.0,92807,6230.0,No,594,No
2146,2006,4,SATURN,VUE 2WD V6,Other,4D CUV 3.0L,WHITE,AUTO,Alloy,87685,AMERICAN,MEDIUM SUV,GM,9032.0,11015.0,12807.0,14781.0,7261.0,9293.0,10835.0,12007.0,92807,8095.0,No,1503,No
2147,2004,6,JEEP,LIBERTY 2WD V6,Lim,4D SUV LIMITED,BLUE,AUTO,Alloy,55250,AMERICAN,SMALL SUV,CHRYSLER,6897.0,8661.0,10311.0,11683.0,6087.0,7689.0,8897.0,10907.0,92807,8045.0,No,588,No
2148,2005,5,PONTIAC,VIBE,Bas,4D WAGON,GREY,AUTO,Alloy,74146,AMERICAN,MEDIUM,GM,4980.0,6252.0,8220.0,9777.0,4952.0,6280.0,8101.0,9460.0,92807,7410.0,No,569,No
2149,2006,4,MAZDA,MAZDA6,i,4D SEDAN I,SILVER,AUTO,Alloy,81442,OTHER ASIAN,MEDIUM,OTHER,6220.0,7823.0,9960.0,11648.0,6385.0,8104.0,9506.0,11070.0,92807,6830.0,No,1373,No
2150,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Alloy,82339,AMERICAN,LARGE,GM,8143.0,9841.0,11652.0,13432.0,7206.0,8629.0,10663.0,12382.0,92807,7895.0,No,2152,No
2151,2003,7,MAZDA,MIATA MX-5,SE,2D CONVERTIBLE,SILVER,MANUAL,Alloy,83312,OTHER ASIAN,SPORTS,OTHER,5838.0,7715.0,9623.0,11610.0,6947.0,8350.0,10466.0,11792.0,92807,6630.0,No,1543,No
2152,2002,8,SATURN,L SERIES,Other,4D SEDAN L300,SILVER,AUTO,Alloy,83665,AMERICAN,MEDIUM,GM,2080.0,3040.0,4059.0,5933.0,3132.0,4145.0,6150.0,7650.0,92807,4195.0,No,2712,No
2153,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,Covers,55885,AMERICAN,MEDIUM,CHRYSLER,7145.0,8217.0,10698.0,11693.0,6762.0,8143.0,10541.0,13244.0,92807,7295.0,No,920,No
2154,2007,3,DODGE,DURANGO 2WD V6,SXT,4D SUV 3.7L SXT,WHITE,AUTO,Alloy,71538,AMERICAN,MEDIUM SUV,CHRYSLER,9740.0,12134.0,14076.0,15907.0,10543.0,11765.0,14342.0,15426.0,92807,9310.0,No,1272,No
2155,2007,3,HYUNDAI,SONATA 4C,GLS,4D SEDAN,GREEN,MANUAL,Covers,43622,OTHER ASIAN,MEDIUM,OTHER,7938.0,9200.0,10981.0,12835.0,7236.0,8392.0,11210.0,11914.0,25177,7968.0,No,623,No
2156,2006,4,MAZDA,MAZDA6,s,4D SEDAN S,SILVER,AUTO,Alloy,75075,OTHER ASIAN,MEDIUM,OTHER,7371.0,9399.0,10812.0,12871.0,7450.0,9465.0,11229.0,12867.0,25177,7616.5,No,1506,Yes
2157,2005,5,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L SE,RED,AUTO,Covers,70311,AMERICAN,VAN,CHRYSLER,5691.0,7014.0,8978.0,10171.0,5830.0,6751.0,8766.0,9986.0,25177,6000.0,No,1623,No
2158,2003,7,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Alloy,95228,AMERICAN,LARGE,GM,4409.0,5858.0,7220.0,9203.0,3706.0,5022.0,6528.0,7769.0,25177,5326.0,No,2651,No
2159,2005,5,FORD,F150 PICKUP 2WD V8,STX,REG CAB 4.6L STX,WHITE,AUTO,Covers,75537,AMERICAN,LARGE TRUCK,FORD,7055.0,8445.0,11374.0,12887.0,5248.0,6778.0,9860.0,11367.0,25177,9283.0,No,803,No
2160,2007,3,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,BLACK,AUTO,Alloy,87922,AMERICAN,MEDIUM SUV,CHRYSLER,15027.0,16793.0,18658.0,21352.0,15255.0,17120.0,18683.0,20141.0,25177,9450.0,No,2022,Yes
2161,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,WHITE,AUTO,Alloy,87310,AMERICAN,MEDIUM,GM,6788.0,8153.0,10774.0,11940.0,6775.0,8182.0,10137.0,11670.0,25177,7192.0,No,1373,No
2162,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,Covers,69656,AMERICAN,MEDIUM,GM,4903.0,6288.0,7992.0,9359.0,4188.0,5376.0,7038.0,8404.0,25177,5448.0,No,1118,No
2163,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,GREY,AUTO,Covers,72612,AMERICAN,SPECIALTY,CHRYSLER,10359.0,11453.0,14385.0,15512.0,9950.0,11347.0,13736.0,15664.0,25177,10500.0,No,1389,No
2164,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,SILVER,AUTO,Covers,79424,AMERICAN,LARGE TRUCK,GM,8429.0,10076.0,12836.0,14300.0,7250.0,9148.0,11047.0,13076.0,25177,10592.0,No,1272,Yes
2165,2005,5,SATURN,ION,3,4D SEDAN LEVEL 3,MAROON,AUTO,Alloy,71754,AMERICAN,MEDIUM,GM,4629.0,5443.0,7928.0,8719.0,5061.0,6858.0,7662.0,10179.0,25177,4726.0,No,803,No
2166,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,SILVER,AUTO,Covers,68683,AMERICAN,MEDIUM,CHRYSLER,5798.0,6802.0,9579.0,11237.0,5661.0,6427.0,8946.0,9745.0,25177,5500.0,No,1215,No
2167,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,MAROON,AUTO,Covers,63754,AMERICAN,VAN,CHRYSLER,3824.0,4697.0,4630.0,5573.0,4485.0,5679.0,5344.0,6633.0,29697,5600.0,No,1411,No
2168,2006,3,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,SILVER,AUTO,Alloy,81830,AMERICAN,MEDIUM SUV,GM,7481.0,8864.0,8579.0,10073.0,7990.0,9514.0,9129.0,10775.0,29697,6800.0,No,1243,No
2169,2003,6,FORD,EXPEDITION 2WD V8 5.,XLT,4D SUV 5.4L XLT,BEIGE,AUTO,Alloy,64112,AMERICAN,LARGE SUV,FORD,5978.0,6953.0,6956.0,8009.0,6813.0,7983.0,7858.0,9122.0,29697,9000.0,No,1223,No
2170,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,SILVER,AUTO,Covers,45910,OTHER ASIAN,MEDIUM,OTHER,4695.0,5394.0,5571.0,6326.0,4558.0,5469.0,5423.0,6407.0,29697,5900.0,No,482,No
2171,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,WHITE,AUTO,Covers,40395,OTHER ASIAN,MEDIUM,OTHER,4695.0,5394.0,5571.0,6326.0,4793.0,5656.0,5676.0,6608.0,29697,5800.0,No,482,No
2172,2004,5,JEEP,GRAND CHEROKEE 4WD 6,Lar,4D WAGON LAREDO,SILVER,AUTO,Alloy,79040,AMERICAN,MEDIUM SUV,CHRYSLER,6886.0,8210.0,7937.0,9367.0,9591.0,10897.0,10858.0,12269.0,29697,7800.0,No,1857,No
2173,2005,4,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE,MAROON,AUTO,Covers,72790,AMERICAN,MEDIUM,GM,4508.0,5649.0,5369.0,6601.0,4454.0,5453.0,5310.0,6389.0,29697,4600.0,No,2208,No
2174,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,Covers,45485,AMERICAN,LARGE,GM,7495.0,8876.0,8595.0,10086.0,6753.0,8224.0,7793.0,9382.0,29697,7500.0,No,1328,No
2175,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,WHITE,AUTO,Covers,62826,AMERICAN,LARGE,GM,7233.0,8307.0,8312.0,9472.0,7222.0,8263.0,8300.0,9424.0,29697,7100.0,No,1703,No
2176,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,SILVER,AUTO,Alloy,81668,AMERICAN,LARGE,FORD,9495.0,11646.0,10755.0,13078.0,9555.0,11639.0,10819.0,13070.0,29697,7700.0,No,1633,Yes
2177,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,Other,4D SEDAN,BLACK,MANUAL,Covers,71913,OTHER ASIAN,MEDIUM,OTHER,4831.0,5802.0,5717.0,6766.0,4230.0,5126.0,5068.0,6036.0,29697,3600.0,No,569,No
2178,2002,7,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SE SVG,BLUE,AUTO,Alloy,75963,AMERICAN,MEDIUM,FORD,2728.0,3563.0,3446.0,4348.0,2418.0,3338.0,3111.0,4105.0,29697,3900.0,No,1220,Yes
2179,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,2D COUPE,YELLOW,AUTO,Covers,72711,AMERICAN,COMPACT,GM,5309.0,6354.0,6234.0,7362.0,5309.0,6354.0,6234.0,7362.0,29697,5600.0,No,803,No
2180,2003,6,MAZDA,MAZDA6 3.0L V6 MFI /,s,4D SEDAN S,MAROON,AUTO,Alloy,71507,OTHER ASIAN,MEDIUM,OTHER,4837.0,6068.0,5724.0,7053.0,4837.0,6068.0,5724.0,7053.0,29697,8800.0,No,1806,No
2181,2001,8,CHEVROLET,VENTURE FWD V6 3.4L,Other,PASSENGER EXT 3.4L,BEIGE,AUTO,Alloy,80637,AMERICAN,VAN,GM,1951.0,2734.0,2607.0,3453.0,1951.0,2734.0,2607.0,3453.0,29697,4100.0,No,5392,Yes
2182,2007,2,DODGE,CHARGER V6 3.5L V6 E,Bas,4D SEDAN 3.5L SE,GREY,AUTO,Covers,73900,AMERICAN,SPECIALTY,CHRYSLER,10700.0,12130.0,12056.0,13600.0,10700.0,12130.0,12056.0,13600.0,29697,9600.0,No,1389,No
2183,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,Alloy,76765,AMERICAN,LARGE,FORD,6266.0,7716.0,7267.0,8833.0,6266.0,7716.0,7267.0,8833.0,29697,6900.0,No,1506,No
2184,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN SE1,BLACK,AUTO,Alloy,72236,AMERICAN,MEDIUM,GM,7917.0,8972.0,9050.0,10190.0,7917.0,8972.0,9050.0,10190.0,29697,6900.0,No,1272,No
2185,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,GOLD,MANUAL,Covers,41965,OTHER ASIAN,MEDIUM,OTHER,3402.0,4773.0,4174.0,5655.0,3394.0,4762.0,4166.0,5643.0,29697,4900.0,No,623,No
